"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @DavidRoseUK: Opps. a PS. Whenever @ret_ward ward attacks me, I always think of this article. The one time I got him to admit that he an…",FALSE,0,NA,2020-11-05 14:22:59,FALSE,NA,"1324356542880223232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RichardTol",2,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:59,FALSE,NA,"1324356542011985920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Roban28",8,TRUE,FALSE,NA,NA
"RT @People4Bernie: If you're amazed that Bernie Sanders predicted the past 12 hours, wait till you hear what he's been saying about climate…",FALSE,0,NA,2020-11-05 14:22:58,FALSE,NA,"1324356539084394496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wildflowrwine",17596,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:57,FALSE,NA,"1324356533141069831",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CARobinson57",74226,TRUE,FALSE,NA,NA
"Listening to Venus as a Boy as winter approaches contemplation of hopes and dreams for a nation to be cohesive abou… https://t.co/9xSQBvCxit",FALSE,0,NA,2020-11-05 14:22:57,TRUE,NA,"1324356531585011712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flamingsquirre2",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:57,FALSE,NA,"1324356531165560833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimCalandrino1",74226,TRUE,FALSE,NA,NA
"RT @nytimes: The Supreme Court in Norway is hearing the first climate-change case to be brought under the country’s Constitution, which dec…",FALSE,0,NA,2020-11-05 14:22:57,FALSE,NA,"1324356531073224706",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","shirlbro",538,TRUE,FALSE,NA,NA
"@DanielleGersh I just moved here and can’t seem to “get” my climate. Can you tell me if Newbury Park is considered… https://t.co/jaN1uv3np7",FALSE,0,"DanielleGersh",2020-11-05 14:22:56,TRUE,NA,"1324356530037125126","315014534","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maryjames_13",0,FALSE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:22:53,FALSE,NA,"1324356518267940864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smellyjenna",44743,TRUE,FALSE,NA,NA
"RT @IMFNews: LIVE at the #ARCPolak conference today:
<U+27A1><U+FE0F>1:45pm ET @UN’s Mark Carney &amp; @YaleEconomics’ William Nordhaus: policy responses to…",FALSE,0,NA,2020-11-05 14:22:53,FALSE,NA,"1324356516065980416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yvette45184087",3,TRUE,FALSE,NA,NA
"RT @e3g: Join us at #LDNClimateAction Week, Sat 14 Nov to Fri 20 Nov, for events on <U+0001F449> 

/ Green, Fair and Resilient Recovery<U+0001F331>
/ Roadmap to…",FALSE,0,NA,2020-11-05 14:22:52,FALSE,NA,"1324356512010162178",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","london_climate",5,TRUE,FALSE,NA,NA
"RT @BloombergAsia: Just because the U.S. doesn't require companies to reduce their carbon emissions doesn't mean other countries won't http…",FALSE,0,NA,2020-11-05 14:22:51,FALSE,NA,"1324356509778825216",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UnidaFerren",1,TRUE,FALSE,NA,NA
"RT @CREWcrew: It is hard to keep track of just how many environmental protections the Trump administration has rolled back, or just how man…",FALSE,0,NA,2020-11-05 14:22:51,FALSE,NA,"1324356509485117451",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChristineHoxwo1",238,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:51,FALSE,NA,"1324356508751175685",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndreaH24fan",8,TRUE,FALSE,NA,NA
"RT @ayanaeliza: In the same way Trump let white supremacy out of the bag, he let climate science denial out of the bag. How the hell are we…",FALSE,0,NA,2020-11-05 14:22:51,FALSE,NA,"1324356507539001344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_sillavanilla",10,TRUE,FALSE,NA,NA
"RT @IFC_org: It's #InternationalPodcastDay<U+0001F399><U+FE0F>! Celebrate by subscribing to #ClimateBiz, the insider's guide to climate business. Season 3 la…",FALSE,0,NA,2020-11-05 14:22:51,FALSE,NA,"1324356506628714496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdDeepakverma",45,TRUE,FALSE,NA,NA
"*Five* *fucking* *years* into this and y’all still think these people are salvageable

They WANT family separation,… https://t.co/g6uL9N9g5Q",FALSE,0,NA,2020-11-05 14:22:50,TRUE,NA,"1324356502371635200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LetUrIndulgence",0,FALSE,FALSE,NA,NA
".@paschald gives upcoming speaker and former gov of the Bank of England Mark Carney credit for raising the prominen… https://t.co/j5XtoabhoR",FALSE,0,"VitaIreland",2020-11-05 14:22:50,TRUE,"1324355599916814337","1324356501864091650","814947756","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VitaIreland",0,FALSE,FALSE,NA,NA
"RT @dino_grandoni: NEW: Today the U.S. formally left the Paris climate accord

It is the *only* sliver of certainty in a sea of ambiguity a…",FALSE,0,NA,2020-11-05 14:22:49,FALSE,NA,"1324356499934793730",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LisaPatrell",5,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:49,FALSE,NA,"1324356499636842497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimmyPopRock",139,TRUE,FALSE,NA,NA
"@Harry4naris @Ajsoti Not unless they’re burning crosses.

Seriously, parades are normal. Maybe a little silly at ti… https://t.co/6Ze2idVzji",FALSE,0,"Harry4naris",2020-11-05 14:22:48,TRUE,"1324356196795637762","1324356497279717377","50494673","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","northofgct",0,FALSE,FALSE,NA,NA
"RT @CimpaticoTV: Last week @sethschultz of @resilienceshift &amp; Tom Lewis of @wspusa gave an engaging interview on Climate Adaptation with Do…",FALSE,0,NA,2020-11-05 14:22:48,FALSE,NA,"1324356495664820224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fahimRahat6",3,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:47,FALSE,NA,"1324356490812133378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vespasian91",8,TRUE,FALSE,NA,NA
"RT @TUDCN_rscd: ""Driving Climate Change from the Top in the Dominican Republic"" Interesting article on the importance of political will to…",FALSE,0,NA,2020-11-05 14:22:47,FALSE,NA,"1324356489499283458",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ipsnews",1,TRUE,FALSE,NA,NA
"RT @sustain_leaders: Protecting the climate is not an economic barrier, but an opportunity for innovation says Angela Merkel at #ThePowerOf…",FALSE,0,NA,2020-11-05 14:22:46,FALSE,NA,"1324356489004371969",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Stiftung2Grad",1,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:46,FALSE,NA,"1324356486508720128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tysparkles",8,TRUE,FALSE,NA,NA
"RT @citizensclimate: CCL works to solve #climate change through democracy.

""Democracy is playing out right now as states count all their v…",FALSE,0,NA,2020-11-05 14:22:46,FALSE,NA,"1324356486147923973",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BoulderCCL",31,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:46,FALSE,NA,"1324356485158227968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kristinegomezz",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:45,FALSE,NA,"1324356483530792961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theandrewkclark",74226,TRUE,FALSE,NA,NA
"@RLHeinrichs What is exhausting is another round of “American leadership will never be like it was pre-2017.” We he… https://t.co/mYoM9Eusa2",FALSE,0,"RLHeinrichs",2020-11-05 14:22:45,TRUE,"1324137710009856000","1324356483434352640","434634299","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DEricSayers",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:44,FALSE,NA,"1324356478858264576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Danie1288",74226,TRUE,FALSE,NA,NA
"RT @NinaBina4Peace: @peterbakernyt Can you imagine how different our country would have been with a President Gore?
<U+2705>Climate Change is Real…",FALSE,0,NA,2020-11-05 14:22:44,FALSE,NA,"1324356478300495873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","takingtigermtn",2,TRUE,FALSE,NA,NA
"@sh0rtkingg :/ see personally I’m feeling like maybe climate change snapped the skinny on fleek",FALSE,1,"sh0rtkingg",2020-11-05 14:22:43,FALSE,"1324355076824178691","1324356472453632007","104026761","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oynondip_420",0,FALSE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:22:42,FALSE,NA,"1324356471749005312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miaabray",44743,TRUE,FALSE,NA,NA
"This might turn into a bit of satire on the collapse of the oceanic ecosystem due to climate change...sorry, not sorry.",FALSE,0,"ChapelOrahamm",2020-11-05 14:22:42,FALSE,"1324327115601432581","1324356471514112000","2892377918","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ChapelOrahamm",0,FALSE,FALSE,NA,NA
"RT @ClimateReality: ""People keep saying our children's children will see the consequences of climate change, but that was 50 years ago. We'…",FALSE,0,NA,2020-11-05 14:22:41,FALSE,NA,"1324356466501951488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fomouret",11,TRUE,FALSE,NA,NA
"Wind and solar power have become an attractive way to stimulate economies recovering from the Covid-19 pandemic  https://t.co/oBCQ4vNjzb",FALSE,0,NA,2020-11-05 14:22:41,FALSE,NA,"1324356464178323456",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","climate",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:40,FALSE,NA,"1324356462957809665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bryceamoyer",74226,TRUE,FALSE,NA,NA
"The costs of climate change losses and Canada's GDP. @350Canada @IENearth @350 @RAVENtrust @ecojustice_ca @ecelaw… https://t.co/kAQ2ASZSJi",FALSE,0,NA,2020-11-05 14:22:38,TRUE,NA,"1324356452467806212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lulex",0,FALSE,FALSE,NA,NA
"RT @jbuckland13: Excellent piece in today’s Times about the need for green domestic and international leadership to make COP26 a success. A…",FALSE,0,NA,2020-11-05 14:22:37,FALSE,NA,"1324356451201130499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jchamboid",3,TRUE,FALSE,NA,NA
"RT @CREWcrew: It is hard to keep track of just how many environmental protections the Trump administration has rolled back, or just how man…",FALSE,0,NA,2020-11-05 14:22:37,FALSE,NA,"1324356451091968003",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nwecotours",238,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:37,FALSE,NA,"1324356449296941056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BiaaCamilo",74226,TRUE,FALSE,NA,NA
"RT @IMFNews: LIVE at the #ARCPolak conference today:
<U+27A1><U+FE0F>1:45pm ET @UN’s Mark Carney &amp; @YaleEconomics’ William Nordhaus: policy responses to…",FALSE,0,NA,2020-11-05 14:22:37,FALSE,NA,"1324356448063787014",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CalbertRivero",3,TRUE,FALSE,NA,NA
"RT @WorldVision: “I wanted to see changes in my community. There was a lot of rubbish in the streets. It was unhealthy.”

Teen leader Isaac…",FALSE,0,NA,2020-11-05 14:22:35,FALSE,NA,"1324356441235509254",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WorldVisionNic",1,TRUE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:22:34,FALSE,NA,"1324356435673841664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","avokadokitty",44743,TRUE,FALSE,NA,NA
"RT @vanessa_vash: We know the historical events that brought about the climate crisis, from colonialism to imperialism and exploitation, to…",FALSE,0,NA,2020-11-05 14:22:33,FALSE,NA,"1324356433090093057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","redmayne_robert",47,TRUE,FALSE,NA,NA
"RT @ClimateReality: ""People keep saying our children's children will see the consequences of climate change, but that was 50 years ago. We'…",FALSE,0,NA,2020-11-05 14:22:33,FALSE,NA,"1324356432943341571",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","apiscaerulea",11,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:33,FALSE,NA,"1324356432657985536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","defiliisAuriae",139,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:32,FALSE,NA,"1324356429600403458",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dsnab442",74226,TRUE,FALSE,NA,NA
"RT @vincent13031925: Tesla Model 3 Heat Pump Plans Appear to Move Forward, Will Add Range &amp; Cold Climate Benefits

https://t.co/p5dKDN6DWy",FALSE,0,NA,2020-11-05 14:22:32,FALSE,NA,"1324356429533179905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oren_clyde",9,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:31,FALSE,NA,"1324356423212437505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CarrascoFarms",139,TRUE,FALSE,NA,NA
"RT @CymorthCymru: Finally, a really engaging Q&amp;A about future prospects and how the sector can tackle climate change 

.@davidoclubb <U+0001F5E3><U+FE0F> “ L…",FALSE,0,NA,2020-11-05 14:22:30,FALSE,NA,"1324356419190181889",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","davidoclubb",1,TRUE,FALSE,NA,NA
"RT @JStein_WaPo: SCOOP: @BernieSanders' team prepares document w/ dozens of executive orders

It lists:

- More than a dozen on immigration…",FALSE,0,NA,2020-11-05 14:22:28,FALSE,NA,"1324356410013044736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaulGottinger",4104,TRUE,FALSE,NA,NA
"Our Newest Member is Sustainability Consultant and Writer for @RedMagDaily. Welcome @ArmelleFerguson to The Climate… https://t.co/U50m4G27FB",FALSE,0,NA,2020-11-05 14:22:27,TRUE,NA,"1324356406993211393",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheClimateCC",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:26,FALSE,NA,"1324356402870165504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrianaHackfeld",74226,TRUE,FALSE,NA,NA
"It's 60 degrees outside, but 80 in my house. I should protest climate change.",FALSE,0,NA,2020-11-05 14:22:26,FALSE,NA,"1324356401586753536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KaramelSalted",0,FALSE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:26,FALSE,NA,"1324356401397821440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carolin53471348",139,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:25,FALSE,NA,"1324356398768099328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tanis42",8,TRUE,FALSE,NA,NA
"RT @DrGBeth: Congrats white liberals. You shamed/scared enough people into voting for the worst Dem candidate imaginable. You can go back t…",FALSE,0,NA,2020-11-05 14:22:24,FALSE,NA,"1324356394854895618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VillageVillain7",21,TRUE,FALSE,NA,NA
"RT @CimpaticoTV: We are thrilled to have Neil Kitching @carbonchoicesuk  speak with Doug Parsons of @usaadapts today at 12 PM MST / 7 PM BS…",FALSE,0,NA,2020-11-05 14:22:23,FALSE,NA,"1324356392262672384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fahimRahat6",3,TRUE,FALSE,NA,NA
"RT @TheDemCoalition: .@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out of…",FALSE,0,NA,2020-11-05 14:22:22,FALSE,NA,"1324356388190113792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HarmonysMama",8,TRUE,FALSE,NA,NA
"RT @ClimateAdam: The Paris Agreement is now missing a nation.

It just happens to be the nation with the biggest overall contribution to cl…",FALSE,0,NA,2020-11-05 14:22:22,FALSE,NA,"1324356386554290178",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JohnF1968",5,TRUE,FALSE,NA,NA
"RT @LFFriedman: The US is out of the Paris Agreement. And even if it gets back in, it will have a lot of catching up to do. 
W/ <U+2066>@SominiSen…",FALSE,0,NA,2020-11-05 14:22:21,FALSE,NA,"1324356380602458112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WendinhGarCalde",41,TRUE,FALSE,NA,NA
